Key: 006ONDhLV6, Value: value8334, Extra: extra8334, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m51s, FileName: data.txt, Offset: 833400, Size: 100
Key: cdER63mvHu, Value: value7537, Extra: extra7537, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m29s, FileName: data.txt, Offset: 753700, Size: 100
Key: cdFDWWbzem, Value: value795, Extra: extra795, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 36m43s, FileName: data.txt, Offset: 79500, Size: 100
Key: cdIkk6bDN7, Value: value155, Extra: extra155, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 25m35s, FileName: data.txt, Offset: 15500, Size: 100
Key: cdd5OSJc9Q, Value: value5933, Extra: extra5933, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m10s, FileName: data.txt, Offset: 593300, Size: 100
Key: cdgGjXYkVc, Value: value9314, Extra: extra9314, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m24s, FileName: data.txt, Offset: 931400, Size: 100
Key: cdo0pLTif4, Value: value1603, Extra: extra1603, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m21s, FileName: data.txt, Offset: 160300, Size: 100
Key: ceHBYXTIdY, Value: value1922, Extra: extra1922, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m28s, FileName: data.txt, Offset: 192200, Size: 100
Key: ceQNghcxN2, Value: value639, Extra: extra639, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 54m46s, FileName: data.txt, Offset: 63900, Size: 100
Key: cebj5njXSw, Value: value8084, Extra: extra8084, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m50s, FileName: data.txt, Offset: 808400, Size: 100
Key: cf3HUIr5Rg, Value: value8925, Extra: extra8925, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m59s, FileName: data.txt, Offset: 892500, Size: 100
Key: cf3otZAzJm, Value: value9814, Extra: extra9814, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m12s, FileName: data.txt, Offset: 981400, Size: 100
Key: cfZKWLqdnK, Value: value5023, Extra: extra5023, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m14s, FileName: data.txt, Offset: 502300, Size: 100
Key: cffvYiqYBE, Value: value4832, Extra: extra4832, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m25s, FileName: data.txt, Offset: 483200, Size: 100
Key: cfk4IP6SwF, Value: value6767, Extra: extra6767, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m50s, FileName: data.txt, Offset: 676700, Size: 100
Key: cg2lhacrpi, Value: value1479, Extra: extra1479, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m24s, FileName: data.txt, Offset: 147900, Size: 100
Key: cgAOngKfQm, Value: value7622, Extra: extra7622, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m2s, FileName: data.txt, Offset: 762200, Size: 100
Key: cgw1X3KFHE, Value: value3166, Extra: extra3166, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 9m25s, FileName: data.txt, Offset: 316600, Size: 100
Key: ch0z7qQSjB, Value: value6026, Extra: extra6026, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m27s, FileName: data.txt, Offset: 602600, Size: 100
Key: chG7TxCNWS, Value: value8864, Extra: extra8864, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m21s, FileName: data.txt, Offset: 886400, Size: 100
Key: chSHSUL6Np, Value: value2498, Extra: extra2498, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m48s, FileName: data.txt, Offset: 249800, Size: 100
Key: chYP0xr4yz, Value: value4877, Extra: extra4877, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m11s, FileName: data.txt, Offset: 487700, Size: 100
Key: cimprA9WGB, Value: value8163, Extra: extra8163, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 59m16s, FileName: data.txt, Offset: 816300, Size: 100
Key: cjCbiam3yx, Value: value940, Extra: extra940, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 37m47s, FileName: data.txt, Offset: 94000, Size: 100
Key: cjvVRwclRw, Value: value1614, Extra: extra1614, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m16s, FileName: data.txt, Offset: 161400, Size: 100
Key: ckEd1waVCB, Value: value515, Extra: extra515, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 41m43s, FileName: data.txt, Offset: 51500, Size: 100
Key: ckoWsidQhZ, Value: value2359, Extra: extra2359, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m50s, FileName: data.txt, Offset: 235900, Size: 100
Key: cl65gPElne, Value: value2776, Extra: extra2776, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m2s, FileName: data.txt, Offset: 277600, Size: 100
Key: cmFBl6kvdZ, Value: value9182, Extra: extra9182, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m47s, FileName: data.txt, Offset: 918200, Size: 100
Key: cmGrCSBjef, Value: value3603, Extra: extra3603, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m28s, FileName: data.txt, Offset: 360300, Size: 100
Key: cn8t1TjXVD, Value: value896, Extra: extra896, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 48m21s, FileName: data.txt, Offset: 89600, Size: 100
Key: cnXCSni0ci, Value: value7005, Extra: extra7005, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m33s, FileName: data.txt, Offset: 700500, Size: 100
Key: cnXLfwSu7e, Value: value3647, Extra: extra3647, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m22s, FileName: data.txt, Offset: 364700, Size: 100
Key: cnmZDnPXZM, Value: value7713, Extra: extra7713, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m30s, FileName: data.txt, Offset: 771300, Size: 100
Key: coZpuEpu4G, Value: value365, Extra: extra365, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 9m9s, FileName: data.txt, Offset: 36500, Size: 100
Key: coifuLIN9W, Value: value5469, Extra: extra5469, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m19s, FileName: data.txt, Offset: 546900, Size: 100
Key: cp8GwibNZS, Value: value6856, Extra: extra6856, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m37s, FileName: data.txt, Offset: 685600, Size: 100
Key: cpNUztS9jW, Value: value9378, Extra: extra9378, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m8s, FileName: data.txt, Offset: 937800, Size: 100
Key: cpR2J09qPA, Value: value2542, Extra: extra2542, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m44s, FileName: data.txt, Offset: 254200, Size: 100
Key: cq9ohsyfLM, Value: value5352, Extra: extra5352, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m35s, FileName: data.txt, Offset: 535200, Size: 100
Key: cq9zx5FNvJ, Value: value3682, Extra: extra3682, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m43s, FileName: data.txt, Offset: 368200, Size: 100
Key: cqCx6hCquP, Value: value1087, Extra: extra1087, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m32s, FileName: data.txt, Offset: 108700, Size: 100
Key: cr729Dd8fG, Value: value5537, Extra: extra5537, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m33s, FileName: data.txt, Offset: 553700, Size: 100
Key: criSbv7Kje, Value: value6736, Extra: extra6736, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m9s, FileName: data.txt, Offset: 673600, Size: 100
Key: csQx83YeEB, Value: value5129, Extra: extra5129, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m33s, FileName: data.txt, Offset: 512900, Size: 100
Key: csSWkgYu8a, Value: value8870, Extra: extra8870, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m24s, FileName: data.txt, Offset: 887000, Size: 100
Key: ctT5J3rB3D, Value: value8588, Extra: extra8588, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m17s, FileName: data.txt, Offset: 858800, Size: 100
Key: ctcrRDNWfY, Value: value5520, Extra: extra5520, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m51s, FileName: data.txt, Offset: 552000, Size: 100
Key: cttOhVZQB7, Value: value4161, Extra: extra4161, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m6s, FileName: data.txt, Offset: 416100, Size: 100
Key: cuDwFSnoMe, Value: value4511, Extra: extra4511, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m4s, FileName: data.txt, Offset: 451100, Size: 100
Key: cugKaQ7q4X, Value: value6027, Extra: extra6027, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m51s, FileName: data.txt, Offset: 602700, Size: 100
Key: cv356tgloP, Value: value5588, Extra: extra5588, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m10s, FileName: data.txt, Offset: 558800, Size: 100
Key: cvRjhvNRyC, Value: value8617, Extra: extra8617, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m30s, FileName: data.txt, Offset: 861700, Size: 100
Key: cvcFXMjhhh, Value: value6980, Extra: extra6980, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57s, FileName: data.txt, Offset: 698000, Size: 100
Key: cxG5yPR98H, Value: value6769, Extra: extra6769, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m3s, FileName: data.txt, Offset: 676900, Size: 100
Key: cxNUZsUQAb, Value: value7788, Extra: extra7788, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m27s, FileName: data.txt, Offset: 778800, Size: 100
Key: cxkWdgrNxh, Value: value9527, Extra: extra9527, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m54s, FileName: data.txt, Offset: 952700, Size: 100
Key: cxtQzWTBF5, Value: value7899, Extra: extra7899, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m8s, FileName: data.txt, Offset: 789900, Size: 100
Key: cy0s0WIB8r, Value: value2015, Extra: extra2015, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m28s, FileName: data.txt, Offset: 201500, Size: 100
Key: cy3NezRvax, Value: value2988, Extra: extra2988, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m9s, FileName: data.txt, Offset: 298800, Size: 100
Key: cyubQAwTTE, Value: value5657, Extra: extra5657, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m9s, FileName: data.txt, Offset: 565700, Size: 100
Key: czOGyhiFfY, Value: value7080, Extra: extra7080, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m46s, FileName: data.txt, Offset: 708000, Size: 100
Key: czUyf3PAGJ, Value: value7159, Extra: extra7159, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m41s, FileName: data.txt, Offset: 715900, Size: 100
Key: czgUvMQn1Q, Value: value4838, Extra: extra4838, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m1s, FileName: data.txt, Offset: 483800, Size: 100
Key: czpsKBi3SR, Value: value855, Extra: extra855, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 12m2s, FileName: data.txt, Offset: 85500, Size: 100
Key: czqClA32WK, Value: value5344, Extra: extra5344, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m9s, FileName: data.txt, Offset: 534400, Size: 100
Key: czzAc4yTVN, Value: value3309, Extra: extra3309, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m1s, FileName: data.txt, Offset: 330900, Size: 100
Key: d0IADdVIHD, Value: value208, Extra: extra208, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 39m32s, FileName: data.txt, Offset: 20800, Size: 100
Key: d0K5RwUenj, Value: value4278, Extra: extra4278, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m2s, FileName: data.txt, Offset: 427800, Size: 100
Key: d0OBYTLK05, Value: value8474, Extra: extra8474, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m9s, FileName: data.txt, Offset: 847400, Size: 100
Key: d0Y8rjE4zd, Value: value2350, Extra: extra2350, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m19s, FileName: data.txt, Offset: 235000, Size: 100
Key: d13YVRUWMj, Value: value2944, Extra: extra2944, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m26s, FileName: data.txt, Offset: 294400, Size: 100
Key: d1AbIwUFel, Value: value7229, Extra: extra7229, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m4s, FileName: data.txt, Offset: 722900, Size: 100
Key: d2BwpkuYof, Value: value2889, Extra: extra2889, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m16s, FileName: data.txt, Offset: 288900, Size: 100
Key: d2yT1RkKTo, Value: value6055, Extra: extra6055, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m21s, FileName: data.txt, Offset: 605500, Size: 100
Key: d3ERJeDqOV, Value: value9822, Extra: extra9822, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m18s, FileName: data.txt, Offset: 982200, Size: 100
Key: d3FTBE1ZRv, Value: value6869, Extra: extra6869, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m15s, FileName: data.txt, Offset: 686900, Size: 100
Key: d3VoYLj3ip, Value: value1892, Extra: extra1892, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m37s, FileName: data.txt, Offset: 189200, Size: 100
Key: d3iwIxTkmJ, Value: value5870, Extra: extra5870, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m29s, FileName: data.txt, Offset: 587000, Size: 100
Key: d4Mm9fJUOK, Value: value8526, Extra: extra8526, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m45s, FileName: data.txt, Offset: 852600, Size: 100
Key: d4iaOqG65I, Value: value7787, Extra: extra7787, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m29s, FileName: data.txt, Offset: 778700, Size: 100
Key: d5uOiEXCTl, Value: value6215, Extra: extra6215, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m32s, FileName: data.txt, Offset: 621500, Size: 100
Key: d6ZhTV5Uh7, Value: value4430, Extra: extra4430, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m11s, FileName: data.txt, Offset: 443000, Size: 100
Key: d7MJ4flnP6, Value: value3214, Extra: extra3214, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m5s, FileName: data.txt, Offset: 321400, Size: 100
Key: d7uFbGAJrz, Value: value4131, Extra: extra4131, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m36s, FileName: data.txt, Offset: 413100, Size: 100
Key: d84hzhGCoK, Value: value8316, Extra: extra8316, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m46s, FileName: data.txt, Offset: 831600, Size: 100
Key: d8VoZKOOqX, Value: value8832, Extra: extra8832, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m36s, FileName: data.txt, Offset: 883200, Size: 100
Key: d8n6eQijeQ, Value: value1184, Extra: extra1184, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m10s, FileName: data.txt, Offset: 118400, Size: 100
Key: d8o9T40Mdj, Value: value5154, Extra: extra5154, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m17s, FileName: data.txt, Offset: 515400, Size: 100
Key: d8z8EeZZBU, Value: value7616, Extra: extra7616, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m18s, FileName: data.txt, Offset: 761600, Size: 100
Key: d9CELQ8jZR, Value: value8821, Extra: extra8821, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 53m19s, FileName: data.txt, Offset: 882100, Size: 100
Key: d9UEEhZNrh, Value: value196, Extra: extra196, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 27m25s, FileName: data.txt, Offset: 19600, Size: 100
Key: d9hszsdFRF, Value: value714, Extra: extra714, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 48s, FileName: data.txt, Offset: 71400, Size: 100
Key: d9kImDnDD1, Value: value6529, Extra: extra6529, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m42s, FileName: data.txt, Offset: 652900, Size: 100
Key: dA5oSqSy3T, Value: value7729, Extra: extra7729, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m25s, FileName: data.txt, Offset: 772900, Size: 100
Key: dACHbstREn, Value: value178, Extra: extra178, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 49m1s, FileName: data.txt, Offset: 17800, Size: 100
Key: dAKoSMolsF, Value: value5119, Extra: extra5119, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m15s, FileName: data.txt, Offset: 511900, Size: 100
Key: dAc1Guzmnu, Value: value7308, Extra: extra7308, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m27s, FileName: data.txt, Offset: 730800, Size: 100
Key: dAne4B37lL, Value: value1420, Extra: extra1420, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m32s, FileName: data.txt, Offset: 142000, Size: 100
Key: dAyicZmnGP, Value: value5629, Extra: extra5629, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m54s, FileName: data.txt, Offset: 562900, Size: 100
Key: dBMlJANkhe, Value: value7652, Extra: extra7652, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m51s, FileName: data.txt, Offset: 765200, Size: 100
Key: dBhY5qFc6F, Value: value9066, Extra: extra9066, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 9m5s, FileName: data.txt, Offset: 906600, Size: 100
Key: dC2IVRWzae, Value: value6477, Extra: extra6477, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m32s, FileName: data.txt, Offset: 647700, Size: 100
Key: dC9nLz4SBi, Value: value9883, Extra: extra9883, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m24s, FileName: data.txt, Offset: 988300, Size: 100
Key: dCi3YR0gph, Value: value7285, Extra: extra7285, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m13s, FileName: data.txt, Offset: 728500, Size: 100
Key: dDHXZx2Thb, Value: value6969, Extra: extra6969, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m0s, FileName: data.txt, Offset: 696900, Size: 100
Key: dEA7TdTO0h, Value: value5648, Extra: extra5648, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m59s, FileName: data.txt, Offset: 564800, Size: 100
Key: dFPOdi7CBj, Value: value6019, Extra: extra6019, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m47s, FileName: data.txt, Offset: 601900, Size: 100
Key: dFmc3Kj7wj, Value: value7038, Extra: extra7038, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m26s, FileName: data.txt, Offset: 703800, Size: 100
Key: dG29QTxv3l, Value: value6110, Extra: extra6110, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m13s, FileName: data.txt, Offset: 611000, Size: 100
Key: dHjTIxnehS, Value: value2820, Extra: extra2820, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 45m9s, FileName: data.txt, Offset: 282000, Size: 100
Key: dJ8szGDysk, Value: value3998, Extra: extra3998, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m50s, FileName: data.txt, Offset: 399800, Size: 100
Key: dKE9TVxuSg, Value: value8858, Extra: extra8858, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m11s, FileName: data.txt, Offset: 885800, Size: 100
Key: dKYehNUKCa, Value: value8827, Extra: extra8827, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m29s, FileName: data.txt, Offset: 882700, Size: 100
Key: dKcXp0CjF3, Value: value2009, Extra: extra2009, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m28s, FileName: data.txt, Offset: 200900, Size: 100
Key: dKsYOYeH1I, Value: value4235, Extra: extra4235, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m34s, FileName: data.txt, Offset: 423500, Size: 100
Key: dL0Nj09BEX, Value: value2490, Extra: extra2490, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m58s, FileName: data.txt, Offset: 249000, Size: 100
Key: dLmbbHzual, Value: value3800, Extra: extra3800, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m38s, FileName: data.txt, Offset: 380000, Size: 100
Key: dMYPWhnpik, Value: value3898, Extra: extra3898, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m30s, FileName: data.txt, Offset: 389800, Size: 100
Key: dMpv1Tdn73, Value: value4560, Extra: extra4560, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m37s, FileName: data.txt, Offset: 456000, Size: 100
Key: dNFzJOKzsZ, Value: value9661, Extra: extra9661, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m5s, FileName: data.txt, Offset: 966100, Size: 100
Key: dNId2FyAQA, Value: value8291, Extra: extra8291, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m2s, FileName: data.txt, Offset: 829100, Size: 100
Key: dNy5m5RV77, Value: value3063, Extra: extra3063, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m8s, FileName: data.txt, Offset: 306300, Size: 100
Key: dOP2jVcdas, Value: value5772, Extra: extra5772, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m48s, FileName: data.txt, Offset: 577200, Size: 100
Key: dOlklsPJpI, Value: value57, Extra: extra57, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 26m53s, FileName: data.txt, Offset: 5700, Size: 100
Key: dOsZ0XwnSv, Value: value9919, Extra: extra9919, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22s, FileName: data.txt, Offset: 991900, Size: 100
Key: dOwpd5s50i, Value: value8560, Extra: extra8560, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m42s, FileName: data.txt, Offset: 856000, Size: 100
Key: dP5hsewl6J, Value: value8803, Extra: extra8803, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m51s, FileName: data.txt, Offset: 880300, Size: 100
Key: dQJE6QLbEj, Value: value5512, Extra: extra5512, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m25s, FileName: data.txt, Offset: 551200, Size: 100
Key: dQV8nGPi9B, Value: value6782, Extra: extra6782, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m42s, FileName: data.txt, Offset: 678200, Size: 100
Key: dQhtFgjK4M, Value: value8583, Extra: extra8583, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m58s, FileName: data.txt, Offset: 858300, Size: 100
Key: dQnknj9Mz3, Value: value1516, Extra: extra1516, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m56s, FileName: data.txt, Offset: 151600, Size: 100
Key: dRhXXKnMRH, Value: value7877, Extra: extra7877, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m40s, FileName: data.txt, Offset: 787700, Size: 100
Key: dRynnOSoDW, Value: value3070, Extra: extra3070, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m1s, FileName: data.txt, Offset: 307000, Size: 100
Key: dRz18MNljY, Value: value8185, Extra: extra8185, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m54s, FileName: data.txt, Offset: 818500, Size: 100
Key: dS1bBOufSz, Value: value7042, Extra: extra7042, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 37m51s, FileName: data.txt, Offset: 704200, Size: 100
Key: dSP75XJ0AU, Value: value755, Extra: extra755, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 24m41s, FileName: data.txt, Offset: 75500, Size: 100
Key: dSZ7eyi2Ow, Value: value7108, Extra: extra7108, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m52s, FileName: data.txt, Offset: 710800, Size: 100
Key: dSjnV4dDp2, Value: value6762, Extra: extra6762, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m11s, FileName: data.txt, Offset: 676200, Size: 100
Key: dSsyx9xuCt, Value: value6359, Extra: extra6359, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m50s, FileName: data.txt, Offset: 635900, Size: 100
Key: dSzpJystET, Value: value8284, Extra: extra8284, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m36s, FileName: data.txt, Offset: 828400, Size: 100
Key: dUXGXymHFx, Value: value7507, Extra: extra7507, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m32s, FileName: data.txt, Offset: 750700, Size: 100
Key: dUs4Z19rlI, Value: value5857, Extra: extra5857, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m57s, FileName: data.txt, Offset: 585700, Size: 100
Key: dUsZm0a4Cp, Value: value5710, Extra: extra5710, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m27s, FileName: data.txt, Offset: 571000, Size: 100
Key: dVNpaxzMRy, Value: value2909, Extra: extra2909, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m2s, FileName: data.txt, Offset: 290900, Size: 100
Key: dVOTWw57kJ, Value: value5474, Extra: extra5474, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m28s, FileName: data.txt, Offset: 547400, Size: 100
Key: dW4JpzjKUC, Value: value96, Extra: extra96, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 37m26s, FileName: data.txt, Offset: 9600, Size: 100
Key: dX1VeoN1jT, Value: value4823, Extra: extra4823, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m20s, FileName: data.txt, Offset: 482300, Size: 100
Key: dXIc7nBQVR, Value: value1761, Extra: extra1761, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m29s, FileName: data.txt, Offset: 176100, Size: 100
Key: dXySeXpLfv, Value: value5025, Extra: extra5025, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m24s, FileName: data.txt, Offset: 502500, Size: 100
Key: dY2TeqrRWb, Value: value3529, Extra: extra3529, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47s, FileName: data.txt, Offset: 352900, Size: 100
Key: dYUDVmhYx2, Value: value7993, Extra: extra7993, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m18s, FileName: data.txt, Offset: 799300, Size: 100
Key: dYsb99OV7s, Value: value8394, Extra: extra8394, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m47s, FileName: data.txt, Offset: 839400, Size: 100
Key: dbFkeiU48E, Value: value6473, Extra: extra6473, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m35s, FileName: data.txt, Offset: 647300, Size: 100
Key: dbnKHCYwV3, Value: value7708, Extra: extra7708, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m54s, FileName: data.txt, Offset: 770800, Size: 100
Key: dcRUA2kDEC, Value: value6604, Extra: extra6604, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m38s, FileName: data.txt, Offset: 660400, Size: 100
